epoch,tier,static_ops_sum_mean,autotuned_ops_sum_mean,pct_ops_sum,static_write_p99_us_mean,autotuned_write_p99_us_mean,pct_write_p99,static_get_p99_us_mean,autotuned_get_p99_us_mean,pct_get_p99,static_compact_write_mb_mean,autotuned_compact_write_mb_mean,pct_compact_write_mb,static_runtime_sec_mean,autotuned_runtime_sec_mean,pct_runtime_sec,static_stall_p99_us_mean,autotuned_stall_p99_us_mean,pct_stall_p99,static_drains_sum_mean,autotuned_drains_sum_mean,pct_drains_sum,static_rate_limit_mean,autotuned_rate_limit_mean,static_bg_jobs_mean,autotuned_bg_jobs_mean,tenant_count_per_trial
4,high,11561.8,9374.0,-18.922659101523976,31062.939075849998,39358.3197797,26.705073475482166,163.10581545,164.30620555000002,0.7359578790542942,3928.3691712,3864.9860786,-1.6134708790782604,236.45165000000003,284.55015,20.34179080585816,20860.87392825,26400.620066049996,26.555676223602596,6405.4,9939.0,55.16595372654325,7000000.0,7000000.0,2.0,2.0,4.0
4,mid,77480.6,65073.8,-16.01278255460077,1668.141115375,1639.40707495,-1.722518566334874,158.21284192500002,153.874566925,-2.742049853359274,656.045112,644.7013194,-1.729117768352495,199.112575,239.548675,20.308159843746697,127125000002094.12,131700000002079.97,3.5988200589266217,1207.6,2848.6,135.88936734017886,7000000.0,7000000.0,2.0,2.0,8.0
4,low,546244.4,565398.8,3.5065622640708227,13.411674099999999,12.69899725,-5.3138545172373375,36.548200550000004,34.34951975,-6.015838719589183,0.6279218,0.0,-100.0,120.18305000000001,144.08785,19.89032563244151,0.0,0.0,,1.2,0.0,-100.0,7000000.0,7000000.0,2.0,2.0,4.0
5,high,11015.6,8779.2,-20.30211699771233,31093.55627745,44293.95283275,42.453801159030924,164.78374194999998,163.33354655,-0.8800597576185676,4110.2783516,4170.460033400001,1.4641753344168063,234.9284,293.3268,24.857956722133203,20417.78068055,29057.09617595,42.31270592317517,6564.6,10500.0,59.94881637875879,7000000.0,7000000.0,2.0,2.0,4.0
5,mid,99062.8,80924.2,-18.31020322462116,1122.97425405,1127.37046895,0.3914795805999294,142.54523935,131.308106625,-7.883204501420627,343.9321848,387.11844099999996,12.556619621136411,198.17305,247.23435,24.756797152791464,155000000001452.06,217650000001523.66,40.41935483837722,858.6,2383.0,177.5448404379222,7000000.0,7000000.0,2.0,2.0,8.0
5,low,489405.6,496664.8,1.483268683480543,12.8672505,12.5991917,-2.083264019768638,47.9939552,42.616792499999995,-11.203833227731163,12.558428,8.162975,-35.00002548089618,120.32185,149.52384999999998,24.269906089376114,0.0,0.0,,23.6,24.4,3.3898305084745672,7000000.0,7000000.0,2.0,2.0,4.0
6,high,11477.0,9155.4,-20.228282652261043,31065.666632900004,41770.35970655,34.45827575550309,162.31995495,163.51841365,0.738331094515865,3934.4327684000004,3890.6421526,-1.1130096351299135,236.34045,287.63845000000003,21.70512918969225,20886.8345765,27906.644371899998,33.60877767135695,6381.6,10142.4,58.93192929672808,7000000.0,7000000.0,2.0,2.0,4.0
6,mid,98477.4,77638.2,-21.161403530150057,1166.95140125,1283.07614275,9.951120618700227,140.673404575,138.50730277500003,-1.5398090396291808,406.1752572,455.49180459999997,12.141691677619004,199.81969999999998,242.9572,21.5882117729133,382875000001346.3,320000000001411.94,-16.42180868422156,916.6,2379.0,159.54614881082261,7000000.0,7000000.0,2.0,2.0,8.0
6,low,518184.8,489033.6,-5.625637803347383,12.082709,12.717715850000001,5.255500649730127,42.986981300000004,43.94551835,2.2298310349138095,6.9071343999999995,5.0233698,-27.27273701232742,3.0454499999999998,3.3073500000000005,8.599714327931851,0.0,0.0,,13.2,16.0,21.212121212121215,7000000.0,7000000.0,2.0,2.0,4.0
7,high,10948.6,8777.4,-19.83084595290723,32118.298560299998,43833.79567265,36.476082599316165,162.3633429,160.8616839,-0.9248756358292476,4132.800369,4189.2549044,1.3660116714919068,240.47985,293.9203,22.222423209262644,21551.70998295,28646.26086125,32.918737696046605,6622.4,10389.2,56.87968108238708,7000000.0,7000000.0,2.0,2.0,4.0
7,mid,103400.6,83935.0,-18.825422676464164,1026.0466792,1026.625143775,0.05637799787541198,131.29104039999999,123.648197475,-5.821298164531862,317.9769538,333.2957894,4.817593041549539,201.70104999999998,246.50920000000002,22.215129767544607,410100000001108.2,253825000001271.2,-38.106559375619284,825.2,2157.6,161.46388754241391,7000000.0,7000000.0,2.0,2.0,8.0
7,low,450219.8,437645.0,-2.7930357572012565,12.26068075,12.28174005,0.1717628933450399,54.01423989999999,49.28359845,-8.758137592527692,12.558425199999999,8.3722832,-33.33333545674181,11.869699999999998,3.6138999999999997,-69.55356917192515,0.0,0.0,,23.8,27.2,14.28571428571428,7000000.0,7000000.0,2.0,2.0,4.0
